projectID,projectAcronym,organisationID,name,shortName,SME,activityType,city,country,nutsCode,geolocation,organizationURL,contentUpdateDate,rcn,order,role,ecContribution,netEcContribution,totalCost,endOfParticipation,active
101235096,MaGA,905851573,Ministere de la sante,,false,PUB,Libreville,GA,GA,"0.42726152728819883,9.449312026702248",,2025-12-29 11:31:21,1994208,9,associatedPartner,,0,0,false,
101235096,MaGA,873444261,UNIVERSITÉ MARIEN NGOUABI,,false,PRC,Brazzaville,CG,CG,"-4.273822,15.2386272",,2025-12-29 11:31:21,1994210,12,associatedPartner,,0,0,false,
101235096,MaGA,919053758,UNIVERSITE DES SCIENCES ET TECHNIQUE DE MASUKU,,false,HES,FRANCEVILLE,GA,GA,"-1.634363,13.589513",,2025-12-29 11:31:21,1978797,8,associatedPartner,,0,0,false,
101235635,SOLAR-MOVE,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2025-10-10 10:18:03,2125705,28,participant,146250,146250,146250,false,
101235645,PVSmile,906552980,GREEN ENERGY PARK,GEP,false,REC,BENGUERIR,MA,MA,"32.22120100294158,-7.928934728574714",,2025-10-10 10:18:08,1972289,27,participant,71250,71250,71250,false,
101190602,R21-PD,885433752,TRAINING & RESEARCH UNIT OF EXCELLENCE LIMITED,,false,REC,Blantyre,MW,MW,"-15.68435015,34.92278380649101",,2026-05-13 21:42:02,1982591,2,participant,1827806.08,1827806.08,"1827806,08",false,
101170065,ULTIMASero,986872084,Institut Pasteur de Madagascar,IPM,false,REC,Antananarivo,MG,MG,"-18.7920779,47.7823214",,2026-05-13 21:42:03,1947090,3,participant,350000,350000,350000,false,
101239638,BIO-INTEL-MOB,970538448,RIGAS PLANOSANAS REGIONS,,false,PUB,Riga,LV,LV00A,"56.9493977,24.1051846",https://www.rpr.gov.lv,2026-04-01 13:32:47,1918109,22,participant,382500,382500,382500,false,
101244526,FAR-SIDS,999871248,THE UNIVERSITY OF THE WEST INDIES U WI*,UWI,false,HES,Kingston,JM,JM,"18.0104124,-76.7487539",https://www.sta.uwi.edu,2026-02-23 17:37:33,1912535,2,associatedPartner,,0,0,false,
101244526,FAR-SIDS,997324028,UNIVERSITY OF THE SOUTH PACIFIC,USP,false,HES,Suva,FJ,FJ,"-18.1493051,178.45316212915193",https://www.usp.ac.fj,2026-02-23 17:37:33,1948564,3,associatedPartner,,0,0,false,
101244526,FAR-SIDS,913877256,UNIVERSITE DES COMORES,UDC,false,HES,Moroni,KM,KM,"-11.7009477,43.252375",,2026-02-23 17:37:33,1994524,4,associatedPartner,,0,0,false,
101252582,PreciseOnco,999633113,EIBIR GEMEINNUTZIGE GMBH ZUR FORDERUNG DER ERFORSCHUNG DER BIOMEDIZINISCHEN BILDGEBUNG,,false,REC,Wien,AT,AT130,"48.2132767,16.3693347",https://www.eibir.org,2026-04-20 14:58:09,1909591,11,participant,299500,299500,299500,false,
101190620,ENABLE,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-05-06 07:31:29,1970787,10,participant,241980,241980,241980,false,
101190620,ENABLE,997899432,WITS HEALTH CONSORTIUM (PTY) LTD,WHC,false,PRC,Johannesburg,ZA,ZA,"-26.205,28.049722",https://www.witshealth.co.za,2026-05-06 07:31:29,1935497,5,participant,400000,400000,400000,false,
101261720,REACH-UPPA,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-06-29 17:10:33,1909285,5,associatedPartner,,0,0,false,
101261439,BEST,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-03-18 14:05:35,1909285,5,associatedPartner,,0,0,false,
101251004,NEREUS,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2026-03-31 11:43:29,2125705,8,participant,306834.95,306834.95,0,false,
101272890,SAFE-WIND,997262918,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,HKUST,false,HES,Hong Kong,HK,HK,"22.3154248,114.2703851",http://ami.ust.hk,2026-03-24 10:48:35,2123087,2,associatedPartner,,0,0,false,
101279427,ChangingToads,996467906,MACQUARIE UNIVERSITY,,false,HES,Sydney,AU,AU,"-33.8548157,151.2164539",,2026-04-13 14:17:53,2945459,2,associatedPartner,,0,0,false,
101289627,POLICY ENLARGE,995591705,UNIVERZITET U BANJOJ LUCI,UNIVERSITY OF BANJA LUKA,false,HES,BANJA LUKA,BA,BA,"44.7719893,17.1898768",https://www.unibl.org,2026-06-17 16:19:59,2149128,5,participant,72625,72625,72625,false,
101289627,POLICY ENLARGE,873604408,GEORGIAN INSTITUTE FOR RESEARCH & INNOVATION,GIRI,false,OTH,Tbilisi,GE,GE,"41.7101375,44.75674975441021",,2026-06-17 16:19:59,1995424,6,participant,136500,136500,136500,false,
101299691,FARMAR,999650282,UNIVERSITI PUTRA MALAYSIA,UPM,false,HES,Selangor Darul Ehsan,MY,MY,"2.3923759,112.8471939",,2026-04-28 16:08:06,2146163,15,associatedPartner,,0,0,false,
101265145,HUMEPI,922659442,UNIVERSITE DE NOUAKCHOTT,,false,HES,NOUAKCHOTT OUEST,MR,MR,"18.105328,-15.979365",,2026-04-28 16:08:07,1977519,2,associatedPartner,,0,0,false,
101299723,ReWATT,891240754,Universidad de Moa,UMoa,false,HES,Moa,CU,CU,"20.663261,-74.9521826",,2026-04-29 11:32:46,1995493,7,associatedPartner,,0,0,false,
101248988,PRoRota,885433752,TRAINING & RESEARCH UNIT OF EXCELLENCE LIMITED,,false,REC,Blantyre,MW,MW,"-15.68435015,34.92278380649101",,2026-04-29 11:33:10,1982591,4,participant,796532.5,796532.5,"796532,5",false,
101270173,GENeCITY,970538448,RIGAS PLANOSANAS REGIONS,,false,PUB,Riga,LV,LV00A,"56.9493977,24.1051846",https://www.rpr.gov.lv,2026-05-25 13:32:25,1918109,15,participant,245426.88,245426.88,0,false,
101270042,DynamiCity,999513027,TRANSPORTOKONOMISK INSTITUTT,TOI,false,REC,Oslo,NO,NO081,"59.942353499999996,10.716316407483461",http://www.toi.no,2026-05-05 17:20:03,1913433,18,participant,355998.75,355998.75,0,false,
101293474,TiBeRIUM,870076712,ULBI METALLURGYALTZ ZAUYTY,,false,PRC,UST KAMENOGORSK,KZ,KZ,"49.9792417,82.6297052",,2026-06-17 15:02:31,1995619,20,participant,255412.5,255412.5,364875,false,
101300066,Fix-APro,967838453,HELIOPOLIS UNIVERSITY ASSOCIATION,Heliopolis University for Sustainable Development,false,HES,Cairo,EG,EG,"30.3665687,31.5574957",http://www.hue.edu.eg,2026-05-06 15:33:18,2211865,7,participant,100200,100200,0,false,
101305254,Research4Resilience,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-05-08 10:24:01,1909285,2,participant,32513.52,32513.52,0,false,
101249120,TEST4TPT,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-05-08 10:24:02,1970787,4,participant,389740,389740,389740,false,
101249081,AFRITRAC,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2026-05-06 15:33:18,1956528,6,participant,122777.75,122777.75,0,false,
101249081,AFRITRAC,883987579,INSTITUT NATIONAL DE SANTE PUBLIQUE,NATIONAL PUBLIC HEALTH INSTITUTE INSP,false,HES,Bujumbura,BI,BI,"-3.3730778777726376,29.36023312823755",,2026-05-06 15:33:18,1982382,14,participant,119720.03,119720.03,0,false,
101299299,PHOENIX,873189636,INSTITUTO NACIONAL DE INVESTIGACAO E DESENVOLVIMENTO AGRARIO,,false,PUB,SAO LOURENCO DOS ORGAOS,CV,CV,"15.07094415,-23.586513054781747",,2026-06-29 17:16:09,1993019,7,associatedPartner,,0,0,false,
101299655,FRUITFUL,868787194,"Citrus Research Institute, Sargodha",,false,REC,Sargodha,PK,PK,"32.0889657,72.6776943",,2026-06-22 12:17:37,1995692,7,associatedPartner,,0,0,false,
101248828,T5-TBVAC,914265547,RESEAU AFRICAIN DE RECHERCHE EN SANTE,IRESSEF,false,OTH,Dakar,SN,SN,"14.74054385,-17.333929041537314",,2026-05-06 07:31:29,1971774,3,participant,1298574,1298574,1372674,false,
101248948,CUREMAL,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-05-07 11:45:55,1970787,8,participant,390253.75,390253.75,"390253,75",false,
101287327,WUNDERWORK,890534012,KONFEDERACIA ODBOROVYCH ZVAZOVSLOVENSKEJ REPUBLIKY,KOZ SR,false,OTH,BRATISLAVA,SK,SK010,"48.1420316,17.1566311",,2026-06-29 17:08:43,1995770,12,associatedPartner,,0,0,false,
101290997,BUILDERS,986798073,TARKETT GDL SA,TARKETT,false,PRC,Lentzweiler,LU,LU000,"50.0694924,5.9752596",https://www.tarkett.com,2026-05-11 08:16:30,2141521,11,thirdParty,0,17456.25,0,false,
101288616,EOSC-CONNECT,911513657,OPEN KNOWLEDGE MAPS - VEREIN ZUR FORDERUNG DER SICHTBARKEIT WISSENSCHAFTLICHEN WISSENS,,false,REC,WIEN,AT,AT130,"48.18021535,16.405090250384216",,2026-06-17 16:20:02,1959911,11,thirdParty,0,143375,0,false,
101300018,OASIS,924110271,UNIVERSITY OF SIERRA LEONE,,false,HES,FREETOWN,SL,SL,"8.479004,-13.26795",,2026-05-13 17:38:37,1951791,5,associatedPartner,,0,0,false,
101298900,AQUA VIVA,999871248,THE UNIVERSITY OF THE WEST INDIES U WI*,UWI,false,HES,Kingston,JM,JM,"18.0104124,-76.7487539",https://www.sta.uwi.edu,2026-05-13 17:38:38,1912535,13,associatedPartner,,0,0,false,
101299346,HEALSAFE,951116720,"Student Science, s.r.o.","Student Science, s.r.o.",true,PRC,Horní Podluží,CZ,CZ042,"50.8822538,14.560345",,2026-05-19 17:49:36,1985720,10,participant,120240,120240,0,false,
101295859,BIOEASTWIDE,951511510,ACADEMIA DE STUDII ECONOMICE DIN MOLDOVA,ASEM,false,HES,CHISINAU,MD,MD,"47.030908,28.8381931",,2026-05-19 17:55:20,1985636,29,participant,66000,66000,0,false,
101299840,WATERDEAL,975344216,UNIVERSITI TEKNOLOGI MARA (UiTM),UiTM,false,HES,SHAH ALAM SELANGOR,MY,MY,"3.0739429,101.5185278",https://www.utm.my,2026-05-12 18:06:53,1914284,18,associatedPartner,,0,0,false,
101299913,OMNIA,998711419,THE UNIVERSITY OF MANITOBA,,false,HES,Manitoba,CA,CA,"55.001251,-97.001038",http://www.umanitoba.ca,2026-05-13 17:38:10,1906305,17,associatedPartner,,0,0,false,
101314359,Gaia AIF,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-05-19 17:52:02,1909285,3,participant,375000,375000,750000,false,
101288599,SUSTAINCrop,889102292,UNIVERSIDAD SAN PABLO DE GUATEMALA,,false,HES,Guatemala,GT,GT,"14.64053895,-90.55373017196428",,2026-05-13 17:38:13,1995988,11,participant,37181.32,37181.32,0,false,
101248885,PRESERVE,892581488,FONDATION CONGOLAISE POUR LA RECHERCHE MEDICALE,,false,OTH,BRAZZAVILLE,CG,CG,"-0.7264327,15.6419155",,2026-05-19 17:53:16,1967607,2,participant,4375000.03,4375000.03,0,false,
101289618,INTEGRED,869529147,ELTE KOZGAZDASAG- ES REGIONALIS TUDOMANYI KUTATOKOZPONT,ELTE KRTK,false,REC,Budapest,HU,HU110,"47.4736696,19.0744233",,2026-05-19 17:53:23,1994266,3,participant,135951.25,135951.25,0,false,
101290596,PACT,869529147,ELTE KOZGAZDASAG- ES REGIONALIS TUDOMANYI KUTATOKOZPONT,ELTE KRTK,false,REC,Budapest,HU,HU110,"47.4736696,19.0744233",,2026-05-19 17:54:02,1994266,9,participant,75000,75000,0,false,
101300127,OSIRIS-EU,868623555,Ancon Global LLC,Endovia Labs LLC,false,PRC,Aguadilla,PR,PR,"8.48191435,-74.28364106210539",,2026-05-19 18:09:08,1996215,19,associatedPartner,,0,0,false,
101248753,EpiScientia Network,914265547,RESEAU AFRICAIN DE RECHERCHE EN SANTE,IRESSEF,false,OTH,Dakar,SN,SN,"14.74054385,-17.333929041537314",,2026-05-20 12:42:57,1971774,8,participant,61906.23,61906.23,0,false,
101248753,EpiScientia Network,989707976,INSTITUT REGIONAL DE SANTE PUBLIQUE COMLAN ALFRED QUENUM DE OUIDAH,IRSP-CAQ,false,HES,OUIDAH,BJ,BJ,"6.3491969,2.0879392",,2026-05-20 12:42:57,1989859,6,participant,62571.88,62571.88,0,false,
101248792,SINCEP-Africa,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2026-05-20 12:42:53,1956528,15,participant,674750,674750,0,false,
101248792,SINCEP-Africa,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-05-20 12:42:53,1970787,17,participant,674750,674750,0,false,
101248792,SINCEP-Africa,954624434,UNIVERSITY OF GONDAR,GONDER UNIVERSITY UOG,false,HES,Gondar,ET,ET,"9.0143011,38.7518832",https://www.uog.edu.et,2026-05-20 12:42:53,2009879,7,participant,676500,676500,0,false,
101248971,ACT-PREP,884016970,UNIVERSITY OF JUBA,,false,PUB,Juba,SS,SS,,,2026-05-22 10:52:02,1996260,14,associatedPartner,,0,0,false,
101289659,AKIS4FNSSA,998296065,"FORUM FOR AGRICULTURAL RESEARCH IN AFRICA, GHANA",FARA,false,OTH,ACCRA,GH,GH,"5.6052829,-0.2023283",http://www.fara-africa.org,2026-05-21 18:40:04,2130273,4,participant,592359.48,592359.48,0,false,
101290497,COCO-AI,869711216,iNGR Inc.,iNGR Inc.,true,PRC,Andong-si,KR,KR,,,2026-05-22 11:11:45,1996319,6,participant,471800,471800,674000,false,
101291488,m-CONNECT,869855261,"Ministry of Fisheries, Oceans and Maritime Affairs",Government,false,PUB,PORT VILA,VU,VU,,,2026-05-26 13:20:09,1996343,19,participant,127587.5,127587.5,0,false,
101291488,m-CONNECT,870177010,FUNDACAO PUSAT SEGITIGA KARANG,Coral Triangle Center,true,OTH,DILI,TL,TL,,,2026-05-26 13:20:09,1996339,4,participant,1159405.88,1159405.88,0,false,
101291488,m-CONNECT,900285519,SOLOMON ISLANDS NATIONAL UNIVERSITY,,false,HES,Honiara,SB,SB,"-9.429742000000001,160.04947902825444",,2026-05-26 13:20:09,1962185,12,participant,140850,140850,0,false,
101248989,EACCR4,877765708,NATIONAL INSTITUTE OF HEALTH OF SOMALIA,NATIONAL INSTITUTE OF HEALTH OF SOMALIA,false,REC,MOGADISHU,SO,SO,,,2026-05-26 17:15:36,1996358,20,participant,306375,306375,0,false,
101248862,The PHM Hub,914265547,RESEAU AFRICAIN DE RECHERCHE EN SANTE,IRESSEF,false,OTH,Dakar,SN,SN,"14.74054385,-17.333929041537314",,2026-05-28 14:21:50,1971774,2,participant,552385.01,552385.01,0,false,
101286492,RAMP,951943354,CENTRE DU NICKEL RECHERCHE TECHNOLOGIE ENVIRONNEMENT COMPETITIVITE,CNRTEC,false,REC,NOUMEA,NC,NC,"-22.30092673092465,166.44428487803492",https://www.cnrt.nc,2026-06-17 15:02:31,2210061,29,participant,264308,264308,881027,false,
101287413,TRACE,896083479,Yazda Al Iraq Organization,Yazda,false,OTH,Duhok,IQ,IQ,"37.042257,43.0953954",,2026-05-29 16:16:02,1996654,12,participant,152690.98,152690.98,0,false,
101288450,CONNECT4HEALTH,907221892,NEPAL DEVELOPMENT SOCIETY,,true,OTH,BHARATPUR,NP,NP,,,2026-05-29 16:16:59,1996690,8,participant,546427.5,546427.5,"546427,5",false,
101294308,ROWER,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2026-05-29 15:47:32,2125705,29,participant,487582,487582,487582,false,
101295747,CLIMEQUITY,975344216,UNIVERSITI TEKNOLOGI MARA (UiTM),UiTM,false,HES,SHAH ALAM SELANGOR,MY,MY,"3.0739429,101.5185278",https://www.utm.my,2026-05-29 15:49:30,1914284,4,participant,417687.5,417687.5,0,false,
101295747,CLIMEQUITY,924110271,UNIVERSITY OF SIERRA LEONE,,false,HES,FREETOWN,SL,SL,"8.479004,-13.26795",,2026-05-29 15:49:30,1951791,5,participant,198625,198625,0,false,
101296119,SEADEEP,907785074,DANISH SALMON AS,,false,PRC,Hirtshals,DK,DK050,"57.587923,9.98878",,2026-05-29 15:49:55,1953375,13,participant,19687.5,19687.5,28125,false,
101296180,CAPA,998883012,AFRICAN CENTRE OF METEOROLOGICAL APPLICATION DEVELOPMENT,ACMAD CAAM,false,REC,Niamey,NE,NE,"13.5160571,2.1044221",http://www.acmad.ne,2026-05-29 16:16:56,2113892,6,participant,332912.5,332912.5,"332912,5",false,
101296958,SOILCHAINS,998296065,"FORUM FOR AGRICULTURAL RESEARCH IN AFRICA, GHANA",FARA,false,OTH,ACCRA,GH,GH,"5.6052829,-0.2023283",http://www.fara-africa.org,2026-05-29 16:16:58,2130273,7,participant,392468.75,392468.75,"392468,75",false,
101300062,DiagMDS,878057775,COMPANY FOR RESEARCH AND DEVELOPMENT FINGERPRINT DIAGNOSTICS LLC SKOPJE,Fingerprint Diagnostics,true,PRC,SKOPJE,MK,MK008,"42.00266645000001,21.411360352575844",,2026-05-27 12:56:26,1996662,7,participant,110220,110220,0,false,
101248912,MAGNETS,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-06-01 14:11:48,1970787,2,participant,401610.99,401610.99,0,false,
101248912,MAGNETS,997899432,WITS HEALTH CONSORTIUM (PTY) LTD,WHC,false,PRC,Johannesburg,ZA,ZA,"-26.205,28.049722",https://www.witshealth.co.za,2026-06-01 14:11:48,1935497,5,participant,202065.11,202065.11,0,false,
101295248,SYNCHRONY,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2026-06-01 14:11:48,2125705,21,participant,83996.25,83996.25,"83996,25",false,
101249028,ANTENNA,914265547,RESEAU AFRICAIN DE RECHERCHE EN SANTE,IRESSEF,false,OTH,Dakar,SN,SN,"14.74054385,-17.333929041537314",,2026-06-05 11:26:02,1971774,7,participant,141401.61,141401.61,0,false,
101249028,ANTENNA,912093038,JOINT CLINICAL RESEARCH CENTRE,JOINT CLINICAL RESEARCH CENTRE,false,REC,KAMPALA,UG,UG,"0.3177137,32.5813539",,2026-06-05 11:26:02,1987461,11,participant,14257.25,14257.25,0,false,
101249135,DENSTAR,872493370,PANACEA BIOTEC LIMITED,Panacea Biotec,false,PRC,LALRU,IN,IN,,,2026-06-03 11:16:03,1996759,10,associatedPartner,,0,0,false,
101296478,POSEIDON,879319551,MALDIVES SPACE RESEARCH ORGANISATION,MSRO,false,REC,MALE,MV,MV,"4.173059398786766,73.5169499871787",,2026-06-05 11:26:04,1990257,4,participant,499335.39,499335.39,0,false,
101295797,Beyond ArcticPASSION,878486127,ICC-GRONLAND,ICC-GREENLAND,false,OTH,NUUK,GL,GL,"64.1766835,-51.7359356",,2026-06-05 11:26:03,1996936,5,participant,428000,428000,428000,false,
101295797,Beyond ArcticPASSION,998297908,GRONLANDS NATURINSTITUT,,false,REC,Nuuk,GL,GL,"64.1905067,-51.6952546940986",,2026-06-05 11:26:03,1916692,16,participant,187031.25,187031.25,"187031,25",false,
101299867,FRAGILE,869541466,Environment Society of Oman,Environment Society of Oman,false,REC,Muscat,OM,OM,"23.5882019,58.3829448",,2026-06-05 11:26:19,1996923,9,associatedPartner,,0,0,false,
101299867,FRAGILE,870107558,Enviromental protection Authority,,false,PUB,Aden,YE,YE,"12.8115167,45.0360071",,2026-06-05 11:26:19,1996924,12,associatedPartner,,0,0,false,
101263875,SPESAR,869478416,Perusahaan Umum Lembaga Penyelenggara Pelayanan Navigasi Penerbangan Indonesia,AirNav Indonesia,false,PUB,"Tangerang, Banten",ID,ID,,,2026-06-03 13:13:17,1996803,16,associatedPartner,,0,0,false,
101287679,TWIN-X,953383028,INSTITUT ZA ONKOLOGIJU VOJVODINE-ONCOLOGY INSTITUTE OF VOJVODINA IOV,IOV,false,REC,Sremska Kamenica,RS,RS123,"45.2178334,19.856249494759894",http://www.onk.ns.ac.rs,2026-06-22 12:15:24,1941472,6,participant,309125,309125,309125,false,
101287826,ComBaScale,869963610,SOLIDARMED (LESOTHO),,false,REC,MASERU,LS,LS,,,2026-06-05 11:26:26,1996929,5,participant,1391250,1391250,1391250,false,
101287826,ComBaScale,885353145,MINISTRY OF HEALTH LESOTHO,Ministry of Health,false,PUB,Maseru,LS,LS,"-29.31189015,27.479882511867103",,2026-06-05 11:26:26,1982588,3,participant,158750,158750,158750,false,
101294371,INSOKA,867226755,Kobaloni Energy Zambia Limited,,true,PRC,Lusaka,ZM,ZM,"-15.357609,29.1653092",,2026-06-05 11:29:41,1997008,11,participant,52500,52500,75000,false,
101249073,MTBVAC-AVANTE,997899432,WITS HEALTH CONSORTIUM (PTY) LTD,WHC,false,PRC,Johannesburg,ZA,ZA,"-26.205,28.049722",https://www.witshealth.co.za,2026-06-09 11:20:09,1935497,10,participant,0,0,"1465117,65",false,
101299291,GWCats,938932065,Seoul National University of Science and Technology,Seoul Tech,false,PUB,Seoul,KR,KR,,,2026-06-11 19:04:02,1997042,17,associatedPartner,,0,0,false,
101305566,CURA-KNOW,907773531,STICHTING SECRETARIAAT CURACAOS INFORMATICA STIMULERINGSPLAN,,false,OTH,WILLEMSTAD,CW,CW,,,2026-06-09 01:57:01,1997048,1,coordinator,66725,66725,0,false,
101305566,CURA-KNOW,870848735,CURACAO OUTDOOR INDUSTRY ALLIANCE FOUNDATION,COIA FOUNDATION,false,OTH,WILLEMSTAD,CW,CW,,,2026-06-09 01:57:01,1997050,3,participant,48975,48975,0,false,
101286483,SeaStrong,997324028,UNIVERSITY OF THE SOUTH PACIFIC,USP,false,HES,Suva,FJ,FJ,"-18.1493051,178.45316212915193",https://www.usp.ac.fj,2026-05-19 08:49:59,1948564,13,participant,237000.22,237000.22,0,false,
101286483,SeaStrong,892657536,TOLEDO INSTITUTE FOR DEVELOPMENT AND THE ENVIRONMENT,TIDE,false,OTH,Punta Gorda,BZ,BZ,,,2026-05-19 08:49:59,1997067,11,participant,150093.75,150093.75,0,false,
101286483,SeaStrong,870149753,SEYCHELLES ISLANDS FOUNDATION,,false,REC,VICTORIA,SC,SC,,,2026-05-19 08:49:59,1997069,14,participant,149968.75,149968.75,0,false,
101286483,SeaStrong,869372783,HEALTHY REEFS FOR HEALTHY PEOPLE BELIZE LTD,Healthy Reefs for Healthy People,true,OTH,LORD'S BANK,BZ,BZ,,,2026-05-19 08:49:59,1997066,10,participant,148218.75,148218.75,0,false,
101286483,SeaStrong,870677142,Walks and Trails Fiji Pte Ltd,WALKS AND TRAILS,true,PRC,Suva,FJ,FJ,,,2026-05-19 08:49:59,1997068,12,participant,82700,82700,0,false,
101289307,ELI-ALL,986399112,NATIONAL INSTITUTE FOR ENVIRONMENTAL STUDIES,NIES,false,REC,Tsukuba,JP,JP,"36.0833877,140.0765098",https://www.nies.go.jp,2026-06-11 20:28:02,2158210,17,associatedPartner,,0,0,false,
101289501,Together4MH,949666473,HAMEEN AMMATTIKORKEAKOULU OY,HAME UNIVERSITY OF APPLIED SCIENCE LTD,false,HES,HAMEENLINNA,FI,FI1C2,"60.9770589,24.478227950678242",https://www.hamk.fi,2026-06-11 20:30:16,2537489,4,participant,501125,501125,0,false,
101274933,LYCORNE,888913045,OBIZCO,,false,PRC,Capellen,LU,LU000,,,2026-06-11 20:40:03,1997227,19,associatedPartner,,0,0,false,
101289562,SPIDR,875564875,EVROPEYSKI INSTITUT PO ZDRAVEOPAZVANE,EUROPEAN HEALTH INSTITUTE ASSOCIATION,false,REC,SOFIA,BG,BG411,,,2026-06-12 12:44:30,1997246,8,participant,592937,592937,"592937,5",false,
101249114,TIMERA,914265547,RESEAU AFRICAIN DE RECHERCHE EN SANTE,IRESSEF,false,OTH,Dakar,SN,SN,"14.74054385,-17.333929041537314",,2026-06-12 13:45:11,1971774,4,participant,200511.25,200511.25,0,false,
101248831,WANETAM-4,914265547,RESEAU AFRICAIN DE RECHERCHE EN SANTE,IRESSEF,false,OTH,Dakar,SN,SN,"14.74054385,-17.333929041537314",,2026-06-15 16:26:03,1971774,2,participant,663084.51,663084.51,0,false,
101248831,WANETAM-4,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2026-06-15 16:26:03,1956528,5,participant,853328.34,853328.34,0,false,
101313640,ASCENT,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-06-15 15:11:04,1909285,8,associatedPartner,,0,0,false,
101249031,IDM-Africa,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2026-06-17 15:02:31,1956528,3,participant,301813.77,301813.77,0,false,
101310669,MultiLAwa,888579171,Ministère de la Culture-Délégation générale à la langue française et aux langues de France,,false,PUB,Paris,FR,FR101,,,2026-06-23 10:58:03,1997585,21,associatedPartner,,0,0,false,
101312573,SIROCCO,870373532,LIMITED LIABILITY COMPANY SIROCCO ENERGY,SIROCCO ENERGY,true,PRC,LVIV,UA,UA,,,2026-06-22 19:36:53,1997574,1,coordinator,498452.5,498452.5,0,false,
101248917,WANECAM 3,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2026-06-29 10:39:09,1956528,2,participant,2914996.25,2914996.25,"2914996,25",false,
101298664,RegulAIze,950828727,GFT ITALIA SRL,GFT,false,PRC,MILANO,IT,ITC4C,"45.4667971,9.1904984",,2026-06-29 10:39:44,2385054,1,coordinator,554050,554050,791500,false,
